콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,SNS공유수,인기점수,등록일시_1,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000021910,음식점,제갈양,국문,제갈양,,제주특별자치도 제주시 한림읍 금능리 1737,제주특별자치도 제주시 한림읍 한림로 155,33.386135,126.224754,y,5,,5749,,0,3,33,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-04-27,anonymous,2022-03-22,4,11513,9153494,63010,n,2017-04-27,2017-04-27,2017-04-27,2017-04-27,y,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000021847,숙박,콴도제주,국문,콴도제주,,제주특별자치도 서귀포시 남원읍 위미리 1996-6,제주특별자치도 서귀포시 남원읍 태위로151번길 14-12,33.306034,126.65809,y,5,,2602,,0,1,1,0,0,y,y,y,y,y,2019-06-21,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-03-14,anonymous,2022-03-22,0,5209,,63610,n,2017-03-14,2017-03-14,2017-03-14,2017-03-14,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021405,관광지,아이스뮤지엄,국문,아이스뮤지엄,,제주특별자치도 제주시 연동 1320,제주특별자치도 제주시 은수길 69,33.47011,126.487595,y,5,https://www.instagram.com/sumokwon_jeju/hl=ko,20862,,7,2,129,0,0,y,y,y,y,y,2018-06-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-26,anonymous,2022-03-22,12,41755,,63141,n,2016-12-26,2016-12-26,2016-12-26,2016-12-26,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020056,음식점,코르소,국문,코르소,,제주특별자치도 서귀포시 안덕면 창천리 815-7,제주특별자치도 서귀포시 안덕면 난드르로 13,33.23461,126.366905,y,5,,1618,,0,4,5,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-04,anonymous,2022-03-22,0,3236,,63533,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000018370,음식점,카페쉼표,국문,카페쉼표,,제주특별자치도 제주시 한림읍 협재리 1732,제주특별자치도 제주시 한림읍 한림로 359,33.3951682,126.2418996,y,5,,3932,,1,7,76,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,1,7902,,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000001218,음식점,광원,국문,광원,,제주특별자치도 제주시 1100로 3208,제주특별자치도 제주시 1100로 3208,33.472656,126.48482,y,5,,3772,,0,1,3,0,0,y,y,y,y,y,,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2022-03-22,1,7549,2293565,,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,n,n,n,n,3,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020150,음식점,벵디,국문,벵디,,제주특별자치도 제주시 구좌읍 평대리 2031-2,제주특별자치도 제주시 구좌읍 해맞이해안로 1108,33.53775,126.83721,y,4,,17389,,4,15,173,0,0,y,y,y,y,y,2019-11-01,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-01,2019-11-01,2019-11-01,anonymous,2016-11-10,anonymous,2022-03-22,18,34865,8913012,63359,n,2016-11-10,2018-11-15,2018-12-03,2016-11-10,y,y,y,y,24,y,,y,,y,,y,,2019-11-01,,2019-11-01,,y,
CNTS_000000000020011,음식점,신의한모,국문,신의한모,,제주특별자치도 제주시 애월읍 하귀1리 1620-4,제주특별자치도 제주시 애월읍 하귀14길 11-1,33.4854448,126.4080745,y,4,,5604,,0,3,46,0,0,y,y,y,y,y,2019-04-08,y,y,y,y,y,y,y,y,y,y,y,y,2019-04-08,2019-04-08,2019-04-08,anonymous,2016-11-01,anonymous,2022-03-22,2,11223,,,n,2016-11-01,2018-11-05,2018-11-05,2018-11-05,y,y,y,y,11,y,,y,,y,,y,,2019-04-08,,2019-04-08,,y,
CNTS_000000000021981,숙박,히든클리프 호텔 앤 네이쳐,국문,히든클리프 호텔 앤 네이쳐,,제주특별자치도 서귀포시 상예동 625,제주특별자치도 서귀포시 예래해안로 542,33.254364,126.40315,y,4,,8426,,1,19,30,0,0,y,y,y,y,y,2019-06-19,y,y,y,y,m,m,y,y,y,y,y,y,2021-03-05,,,anonymous,2017-06-12,anonymous,2022-03-22,2,16950,,63536,n,2017-06-12,2021-03-05,2017-06-12,2017-06-12,n,n,n,n,44,,,,,,,,,,,,,,
CNTS_000000000022862,관광지,북촌국민학교,국문,북촌국민학교,,제주특별자치도 제주시 조천읍 북촌리 1212,제주특별자치도 제주시 조천읍 일주동로 1481,33.547977,126.69154,y,5,,2432,,2,2,1,0,0,y,y,y,y,y,2018-06-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-28,anonymous,2022-03-22,0,4880,,63339,n,2018-03-28,2018-03-28,2018-03-28,2018-03-28,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000018403,음식점,와랑와랑카페,국문,와랑와랑카페,,제주특별자치도 서귀포시 남원읍 위미리 875-1,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,33.27236,126.67657,y,5,,3800,,2,7,35,0,0,y,y,y,y,y,2018-12-10,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-07,anonymous,2022-03-22,0,7641,,63610,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,16,,,,,,,,,,,,,,
CNTS_000000000018359,음식점,비바리짬뽕,국문,비바리짬뽕,,제주특별자치도 제주시 애월읍 하귀1리 138-1,제주특별자치도 제주시 애월읍 하귀9길 11,33.485847,126.41553,y,4,,2769,,0,3,4,0,0,y,y,y,y,y,2018-12-19,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,0,5553,8919004,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_200000000006520,음식점,dfdffdf,국문,,,제주특별자치도 서귀포시 상예동 4576 ㅇㄹㅇㄹ,제주특별자치도 서귀포시 가가로 14 (상예동) ㅇㄹㅇㄹ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-06-01,anonymous,2018-06-05,0,,,301-697,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006503,음식점,dfdfdf,국문,,,제주특별자치도 제주시 연동 313-105 ,"제주특별자치도 제주시 선덕로 23 (연동, 제주웰컴센터) ",,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-17,anonymous,2018-06-05,0,,,785-690,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000021160,관광지,제주키위 비자림농원,국문,제주키위 비자림농원,,제주특별자치도 제주시 구좌읍 평대리 2850,제주특별자치도 제주시 구좌읍 비자림로동3길 77-81,33.500973,126.81266,y,5,,2744,,1,2,5,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-20,anonymous,2022-03-22,1,5501,,63340,n,2016-12-20,2016-12-20,2016-12-20,2016-12-20,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000021080,관광지,신창리포구,국문,신창리포구,,제주특별자치도 제주시 한경면 신창리,제주특별자치도 제주시 한경면 신창리,33.349598,126.18087,y,5,,1765,,1,7,0,0,1,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-18,anonymous,2022-03-22,0,3568,,,n,2016-12-18,2016-12-18,2016-12-18,2016-12-18,n,n,n,n,16,,,,,,,,,,,,,,
CNTS_000000000021096,음식점,해뜨는식당,국문,해뜨는식당,,제주특별자치도 서귀포시 성산읍 성산리 298-21,제주특별자치도 서귀포시 성산읍 한도로 269,33.465702,126.93605,y,5,,1224,,0,1,2,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-18,anonymous,2022-03-22,0,2453,7105849,63643,n,2016-12-18,2016-12-18,2016-12-18,2016-12-18,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022628,숙박,나무처럼 게스트하우스,국문,나무처럼 게스트하우스,,제주시 한림읍 금능리 1824,제주시 한림읍 홍수암로 3-1,33.38512,126.22653,y,5,,3335,,0,1,6,0,0,y,y,y,y,y,2019-10-15,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-10-10,anonymous,2022-03-22,4,6675,,,n,2017-10-10,2017-10-10,2017-10-10,2017-10-10,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022700,음식점,우도설빙면,국문,우도설빙면,,제주시 우도면 연평리 763,제주시 우도면 우도해안길 630,33.523594,126.95492,y,4,,1096,,0,2,3,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-11-03,anonymous,2022-03-22,0,2202,,,n,2017-11-03,2017-11-03,2017-11-03,2017-11-03,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000019310,관광지,영실기암,국문,영실기암,,제주특별자치도 서귀포시 하원동,제주특별자치도 서귀포시 하원동,33.34389,126.4925,y,5,,9293,,2,6,47,0,0,y,y,y,y,y,2019-10-01,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-01,2019-10-01,2019-10-01,anonymous,2016-10-21,anonymous,2022-03-22,4,18622,,,n,2016-10-21,2016-10-21,2016-10-21,2016-10-21,y,y,y,y,20,y,,y,,y,,y,,2019-10-01,,2019-10-01,,y,
CNTS_000000000018913,음식점,우도몬딱,국문,우도몬딱,,제주특별자치도 제주시 우도면 연평리 1199-5,제주특별자치도 제주시 우도면 우도해안길 794,33.5033191,126.9556775,y,5,https://www.instagram.com/udomonttak/,1032,,0,2,2,0,0,y,y,y,y,y,2018-12-13,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-17,anonymous,2022-03-22,0,2074,,,n,2016-10-17,2016-10-17,2016-10-17,2016-10-17,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000018395,음식점,옛고을갈비,국문,옛고을갈비,,제주특별자치도 제주시 한림읍 한림리 950-1,제주특별자치도 제주시 한림읍 한림상로 137,33.411457,126.266815,y,5,,1287,,0,1,5,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-07,anonymous,2022-03-22,0,2579,9354087,,n,2016-10-07,2016-10-07,2016-10-07,2016-10-07,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018320,관광지,동거문이오름,국문,동거문이오름,,제주특별자치도 제주시 구좌읍 종달리 산 70,제주특별자치도 제주시 구좌읍 종달리 산 70,33.449257,126.806145,y,5,,2716,,0,3,4,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,1,5447,,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000019199,관광지,송당리,국문,송당리,,제주특별자치도 제주시 구좌읍 송당리 1366,제주특별자치도 제주시 구좌읍 중산간동로 2218-3,33.47106,126.78093,y,5,,3706,,1,18,5,0,0,y,y,y,y,y,2018-06-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-20,anonymous,2022-03-22,1,7505,,63355,n,2016-10-20,2016-10-20,2016-10-20,2016-10-20,n,n,n,n,38,,,,,,,,,,,,,,
CNTS_200000000006486,관광지,2342342,국문,,,경기 부천시 작동 125-6 ,"경기 부천시 역곡로324번길 14 (작동, 까치울초등학교) ",,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-16,anonymous,2018-06-05,0,,,826-421,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_200000000006487,관광지,234234,국문,,,서울 관악구 봉천동 649-8 ,서울 관악구 봉천로23가길 3 (봉천동) ,,,y,0,,0,,0,0,0,0,0,,,,u,y,,,,,m,m,m,,,,,,,,,,anonymous,2018-05-16,anonymous,2018-06-05,0,,,829-151,n,,,,,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000020180,음식점,봉you,국문,봉you,,제주특별자치도 서귀포시 안덕면 서광리 280-1,제주 서귀포시 안덕면 중산간서로 1817,33.28684,126.3283,y,4,http://instagram.com/bongyou_jeju,1544,,1,2,11,0,1,y,y,y,y,y,2019-11-12,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-15,anonymous,2022-03-22,0,3101,12805432,,n,2016-11-15,2016-11-15,2016-11-15,2016-11-15,y,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000021212,음식점,철가방을든해녀,국문,철가방을든해녀,,제주특별자치도 서귀포시 대정읍 가파리 732,제주특별자치도 서귀포시 대정읍 마라로 85,33.116585,126.26617,y,3,,3553,,2,5,13,0,0,y,y,y,y,y,2018-12-19,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-22,anonymous,2022-03-22,2,7137,8899430,63515,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,n,n,n,n,7,,,,,,,,,,,,,,
CNTS_000000000021380,관광지,산방산 용머리해안 지질트레일,국문,산방산 용머리해안 지질트레일,,제주특별자치도 서귀포시 안덕면 사계리 981,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,33.235634,126.30946,y,5,,23613,,8,22,185,0,3,y,y,y,y,y,2018-06-01,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-26,anonymous,2022-03-22,14,47360,,63528,n,2016-12-26,2016-12-26,2016-12-26,2016-12-26,y,n,n,n,64,,,,,,,,,,,,,,
CNTS_000000000021075,쇼핑,여름문구사,국문,여름문구사,,제주특별자치도 제주시 구좌읍 세화리 1397-6,제주특별자치도 제주시 구좌읍 구좌로 77,33.5214,126.85893,y,5,,8048,,1,6,56,0,0,y,y,y,y,y,2019-09-26,y,y,y,y,m,y,y,y,y,y,y,y,2019-09-26,,2020-03-13,anonymous,2016-12-17,anonymous,2022-03-22,0,16129,,63361,n,2016-12-17,2019-09-24,2016-12-17,2020-03-13,y,y,n,y,10,,y,,t,,y,,y,,,,2020-03-13,,y
CNTS_000000000001372,음식점,토끼와거북이,국문,토끼와거북이,,"제주특별자치도 제주시 서해안로 498-6, 101호","제주특별자치도 제주시 서해안로 498-6, 101호",33.51604,126.50778,y,5,https://www.instagram.com/rabbit1turtle/,2996,,0,3,8,0,0,y,y,y,y,y,2018-12-17,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-22,anonymous,2022-03-22,0,6007,,,n,2016-08-22,2016-08-22,2016-08-22,2016-08-22,n,n,n,n,8,,,,,,,,,,,,,,
CNTS_000000000021207,관광지,북촌포구,국문,북촌포구,,제주특별자치도 제주시 조천읍 북촌리 588,제주특별자치도 제주시 조천읍 북촌9길 26-1,33.550053,126.69415,y,5,,2813,,1,1,5,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-22,anonymous,2022-03-22,0,5634,,63339,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022003,관광지,쉼터마을 유수암리 농어촌체험마을,국문,쉼터마을 유수암리 농어촌체험마을,,제주특별자치도 제주시 애월읍 유수암리 1892-1,제주특별자치도 제주시 애월읍 유수암평화길 14,33.4413679,126.4029559,y,4,,2831,,0,2,7,0,0,y,y,y,y,y,2018-06-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-06-20,anonymous,2022-03-22,1,5672,,,n,2017-06-20,2017-06-20,2017-06-20,2017-06-20,n,n,n,n,4,,,,,,,,,,,,,,
CNTS_000000000001297,음식점,흑돼지촌,국문,흑돼지촌,,제주특별자치도 제주시 한림읍 동명리 1858,제주특별자치도 제주시 한림읍 한림상로 62,33.406563,126.261604,y,5,,2517,,0,1,10,0,0,y,y,y,y,y,2019-10-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-08-18,anonymous,2022-03-22,2,5039,8922619,63013,n,2016-08-18,2016-08-18,2016-08-18,2016-08-18,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021269,음식점,월척수산,국문,월척수산,,제주특별자치도 제주시 용담1동 386,제주특별자치도 제주시 동한두기길 42-1,33.515816,126.51511,y,5,,1292,,0,1,6,0,0,y,y,y,y,y,2019-11-04,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-23,anonymous,2022-03-22,0,2589,9186133,63153,n,2016-12-23,2016-12-23,2016-12-23,2016-12-23,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000020811,음식점,물질식육식당,국문,물질식육식당,,제주특별자치도 서귀포시 강정동 4251-8,제주특별자치도 서귀포시 강정동 4251-8,33.261562,126.49447,y,5,,1748,,0,1,12,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-01,anonymous,2022-03-22,0,3501,,,n,2016-12-01,2016-12-01,2016-12-01,2016-12-01,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000021492,관광지,추사 유배길 - 3코스 사색의 길,국문,추사 유배길 - 3코스 사색의 길,,제주특별자치도 서귀포시 안덕면 사계리 3126-1,제주특별자치도 서귀포시 안덕면 향교로 165-17,33.239353,126.28839,y,5,,4692,,3,2,17,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-28,anonymous,2022-03-22,2,9403,,63528,n,2016-12-28,2016-12-28,2016-12-28,2016-12-28,n,n,n,n,2,,,,,,,,,,,,,,
CNTS_000000000020384,음식점,이춘옥원조고등어쌈밥,국문,이춘옥원조고등어쌈밥,,제주특별자치도 제주시 애월읍 하귀1리 266-1,제주특별자치도 제주시 애월읍 일주서로 7213,33.488953,126.41871,y,4,https://www.instagram.com/gossam__/,3995,,0,3,24,0,0,y,y,y,y,y,2019-10-23,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,8005,8968749,63053,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020694,숙박,안녕한계절,국문,안녕한계절,,제주특별자치도 제주시 구좌읍 행원리 1537-11,제주특별자치도 제주시 구좌읍 행원로1길 26-2,33.55424,126.80048,y,3,,1257,,0,1,4,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-25,anonymous,2022-03-22,1,2519,,63358,n,2016-11-25,2016-11-25,2016-11-25,2016-11-25,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020341,음식점,버터모닝,국문,버터모닝,,제주특별자치도 제주시 애월읍 광령리 3798-3,제주특별자치도 제주시 애월읍 하광로 279,33.464264,126.423035,y,4,,3074,,0,5,37,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,1,6173,13162254,63060,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020637,음식점,제주명가두루치기,국문,제주명가두루치기,,제주특별자치도 서귀포시 동홍동 385,제주특별자치도 서귀포시 태평로 495 (동홍동),33.249546,126.57111,y,4,,2679,,0,4,13,0,0,y,y,y,y,y,2019-10-28,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,1,5378,9154370,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020414,음식점,고향생각,국문,고향생각,,제주특별자치도 서귀포시 서귀동 258-9,제주특별자치도 서귀포시 동문동로 15,33.250152,126.5663433,y,3,,1916,,0,1,5,0,0,y,y,n,y,y,2019-10-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-21,anonymous,2022-03-22,0,3837,9005748,,n,2016-11-21,2016-11-21,2016-11-21,2016-11-21,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000019849,음식점,라마네 의식주,국문,라마네 의식주,,제주특별자치도 제주시 구좌읍 송당리 1130,제주특별자치도 제주시 구좌읍 중산간동로 2117,33.47204,126.76942,y,4,,1090,,0,2,2,0,0,y,y,n,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-28,anonymous,2022-03-22,0,2180,8020636,63355,n,2016-10-28,2016-10-28,2016-10-28,2016-10-28,n,n,n,n,2,,,,,,,,,,,,,,
CONT_000000000500600,관광지,좌보미오름,국문,좌보미오름,,제주특별자치도 서귀포시 표선면 성읍리 산 6,제주특별자치도 서귀포시 표선면 성읍리 산 6,33.434856,126.80349,y,5,,3688,,0,1,7,0,0,y,y,y,y,y,2019-08-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-22,2019-08-22,2019-08-22,anonymous,2016-05-30,anonymous,2022-03-22,1,7381,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,4,y,,y,,y,,y,,2019-08-22,,2019-08-22,,y,
CNTS_000000000020617,숙박,산방산클립게스트하우스,국문,산방산클립게스트하우스,,제주특별자치도 서귀포시 안덕면 사계리 1504-6,제주특별자치도 서귀포시 안덕면 사계로114번길 32,33.237034,126.30206,y,3,,970,,0,2,5,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,0,1950,12539029,,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,n,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020581,숙박,라림부띠끄호텔,국문,라림부띠끄호텔,,제주특별자치도 서귀포시 안덕면 창천리 907-1,제주특별자치도 서귀포시 안덕면 대평로 39,33.23693,126.363045,y,3,,1978,,0,1,2,0,0,y,y,y,y,y,2019-06-26,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-11-23,anonymous,2022-03-22,0,3961,5541125,,n,2016-11-23,2016-11-23,2016-11-23,2016-11-23,n,n,n,n,1,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020376,음식점,소곱에,국문,소곱에,,제주특별자치도 제주시 구좌읍 월정리 565,제주특별자치도 제주시 구좌읍 월정3길 53-9,33.556187,126.79435,y,4,http://www.instagram.com/kikkune,2092,,0,4,15,0,0,y,y,y,y,y,2019-10-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,4204,,63358,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000020680,숙박,덕후게스트하우스,국문,덕후게스트하우스,,제주특별자치도 서귀포시 안덕면 화순리 847-1,제주특별자치도 서귀포시 안덕면 화순해안로 63,33.241215,126.333626,y,3,,757,,0,1,0,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-24,anonymous,2022-03-22,0,1519,,63530,n,2016-11-24,2016-11-24,2016-11-24,2016-11-24,n,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000018295,관광지,종달리수국길,국문,종달리수국길,,제주특별자치도 제주시 구좌읍 종달리 85,제주특별자치도 제주시 구좌읍 해맞이해안로 2121,33.50903,126.909294,y,5,,16770,,2,18,181,0,1,y,y,y,y,y,2019-10-01,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,10,33636,,63364,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,23,,,,,,,,,,,,,,
CNTS_000000000018377,음식점,카페세바,국문,카페세바,,제주특별자치도 제주시 조천읍 선흘리 1093-1,제주특별자치도 제주시 조천읍 선흘동2길 20-7,33.513313,126.706116,y,4,,3483,,0,13,21,0,0,y,y,y,y,y,2019-10-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-06,anonymous,2022-03-22,0,7031,8893445,,n,2016-10-06,2016-10-06,2016-10-06,2016-10-06,y,n,n,n,18,,,,,,,,,,,,,,
CNTS_000000000021628,음식점,마라도에서온자장면집,국문,마라도에서온자장면집,,제주특별자치도 서귀포시 안덕면 화순리 775-6,제주특별자치도 서귀포시 안덕면 화순해안로 109,33.23921,126.33667,y,5,,2799,,1,1,8,0,0,y,y,y,y,y,2019-10-29,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-01-02,anonymous,2022-03-22,0,5606,9399615,63530,n,2017-01-02,2017-01-02,2017-01-02,2017-01-02,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020257,음식점,이드레국수,국문,이드레국수,,제주특별자치도 서귀포시 색달동 2504,제주특별자치도 서귀포시 천제연로 93,33.255264,126.41573,y,5,,4559,,0,2,30,0,0,y,y,y,y,y,2019-11-04,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-04,2019-11-04,2019-11-04,anonymous,2016-11-16,anonymous,2022-03-22,2,9128,8968821,63534,n,2016-11-16,2016-11-16,2016-11-16,2016-11-16,y,y,y,y,3,y,,y,,y,,y,,2019-11-04,,2019-11-04,,y,
CNTS_000000000021091,숙박,흰고래게스트하우스,국문,흰고래게스트하우스,,제주특별자치도 서귀포시 서호동 65-2,제주특별자치도 서귀포시 이어도로1066번길 26,33.244057,126.523705,y,5,,1980,,0,1,0,0,0,y,y,y,y,y,2019-06-24,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-18,anonymous,2022-03-22,0,3965,12512201,63571,n,2016-12-18,2016-12-18,2016-12-18,2016-12-18,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000021515,관광지,큰노꼬메오름,국문,큰노꼬메오름,,제주특별자치도 제주시 애월읍 유수암리 산 138,제주특별자치도 제주시 애월읍 유수암리 산 138,33.39231,126.41524,y,5,,8934,,0,9,10,0,1,y,y,y,y,y,,y,y,y,y,m,m,y,y,y,y,y,y,2019-07-02,,,anonymous,2016-12-29,anonymous,2022-03-22,5,17913,,,n,2016-12-29,2019-07-02,2016-12-29,2016-12-29,y,n,n,n,19,,,,,,,,,,,,,,
